instant,tanggal,musim,tahun,bulan,jam,hari_libur,seminggu,kondisi_cuaca,suhu,atemp,kelembaban,kecepatan_angin,casual,registered,total_penyewa,kategori_hari,kategori_kelembaban
15850,2012-10-27,Salju,2012,Okt,14,0,Sabtu,Cerah,0.6,0.6212,46.0,0.2537,325,425,750,Weekend,Ideal
15851,2012-10-27,Salju,2012,Okt,15,0,Sabtu,Berawan,0.56,0.5303,60.0,0.2836,310,401,711,Weekend,Ideal
15852,2012-10-27,Salju,2012,Okt,16,0,Sabtu,Berawan,0.56,0.5303,64.0,0.2836,257,355,612,Weekend,Ideal
15853,2012-10-27,Salju,2012,Okt,17,0,Sabtu,Berawan,0.56,0.5303,64.0,0.2836,248,370,618,Weekend,Ideal
15854,2012-10-27,Salju,2012,Okt,18,0,Sabtu,Berawan,0.56,0.5303,64.0,0.2836,138,318,456,Weekend,Ideal
15855,2012-10-27,Salju,2012,Okt,19,0,Sabtu,Berawan,0.52,0.5,72.0,0.2239,67,233,300,Weekend,Terlalu lembab
15856,2012-10-27,Salju,2012,Okt,20,0,Sabtu,Berawan,0.52,0.5,72.0,0.2239,58,238,296,Weekend,Terlalu lembab
15857,2012-10-27,Salju,2012,Okt,21,0,Sabtu,Berawan,0.52,0.5,72.0,0.2239,49,160,209,Weekend,Terlalu lembab
15858,2012-10-27,Salju,2012,Okt,22,0,Sabtu,Berawan,0.52,0.5,72.0,0.2537,41,116,157,Weekend,Terlalu lembab
15859,2012-10-27,Salju,2012,Okt,23,0,Sabtu,Berawan,0.52,0.5,68.0,0.3881,31,136,167,Weekend,Terlalu lembab
15860,2012-10-28,Salju,2012,Okt,0,0,Minggu,Hujan/Salju_ringan,0.52,0.5,68.0,0.2985,20,97,117,Weekend,Terlalu lembab
15861,2012-10-28,Salju,2012,Okt,1,0,Minggu,Berawan,0.5,0.4848,72.0,0.2836,22,111,133,Weekend,Terlalu lembab
15862,2012-10-28,Salju,2012,Okt,2,0,Minggu,Berawan,0.5,0.4848,68.0,0.2985,17,99,116,Weekend,Terlalu lembab
15863,2012-10-28,Salju,2012,Okt,3,0,Minggu,Berawan,0.5,0.4848,63.0,0.3284,18,61,79,Weekend,Ideal
15864,2012-10-28,Salju,2012,Okt,4,0,Minggu,Berawan,0.5,0.4848,63.0,0.3582,1,19,20,Weekend,Ideal
15865,2012-10-28,Salju,2012,Okt,5,0,Minggu,Berawan,0.5,0.4848,63.0,0.2985,6,22,28,Weekend,Ideal
15866,2012-10-28,Salju,2012,Okt,6,0,Minggu,Berawan,0.5,0.4848,59.0,0.3284,7,32,39,Weekend,Ideal
15867,2012-10-28,Salju,2012,Okt,7,0,Minggu,Berawan,0.5,0.4848,59.0,0.2985,17,48,65,Weekend,Ideal
15868,2012-10-28,Salju,2012,Okt,8,0,Minggu,Berawan,0.5,0.4848,59.0,0.5522,55,118,173,Weekend,Ideal
15869,2012-10-28,Salju,2012,Okt,9,0,Minggu,Berawan,0.5,0.4848,55.00000000000001,0.4179,124,206,330,Weekend,Ideal
15870,2012-10-28,Salju,2012,Okt,10,0,Minggu,Berawan,0.48,0.4697,51.0,0.4179,120,314,434,Weekend,Ideal
15871,2012-10-28,Salju,2012,Okt,11,0,Minggu,Berawan,0.5,0.4848,51.0,0.3881,110,352,462,Weekend,Ideal
15872,2012-10-28,Salju,2012,Okt,12,0,Minggu,Berawan,0.48,0.4697,59.0,0.4925,118,373,491,Weekend,Ideal
15873,2012-10-28,Salju,2012,Okt,13,0,Minggu,Berawan,0.48,0.4697,59.0,0.4179,75,316,391,Weekend,Ideal
15874,2012-10-28,Salju,2012,Okt,14,0,Minggu,Berawan,0.5,0.4848,59.0,0.4478,98,304,402,Weekend,Ideal
15875,2012-10-28,Salju,2012,Okt,15,0,Minggu,Berawan,0.5,0.4848,63.0,0.4925,76,225,301,Weekend,Ideal
15876,2012-10-28,Salju,2012,Okt,16,0,Minggu,Hujan/Salju_ringan,0.48,0.4697,67.0,0.4627,42,251,293,Weekend,Terlalu lembab
15877,2012-10-28,Salju,2012,Okt,17,0,Minggu,Hujan/Salju_ringan,0.46,0.4545,77.0,0.5224,37,188,225,Weekend,Terlalu lembab
15878,2012-10-28,Salju,2012,Okt,18,0,Minggu,Hujan/Salju_ringan,0.42,0.4242,94.0,0.4925,18,136,154,Weekend,Terlalu lembab
15879,2012-10-28,Salju,2012,Okt,19,0,Minggu,Hujan/Salju_ringan,0.42,0.4242,94.0,0.3582,7,47,54,Weekend,Terlalu lembab
15880,2012-10-28,Salju,2012,Okt,20,0,Minggu,Hujan/Salju_ringan,0.42,0.4242,94.0,0.4627,4,51,55,Weekend,Terlalu lembab
15881,2012-10-28,Salju,2012,Okt,21,0,Minggu,Hujan/Salju_ringan,0.44,0.4394,88.0,0.4179,2,44,46,Weekend,Terlalu lembab
15882,2012-10-28,Salju,2012,Okt,22,0,Minggu,Hujan/Salju_ringan,0.44,0.4394,88.0,0.3582,2,35,37,Weekend,Terlalu lembab
15883,2012-10-28,Salju,2012,Okt,23,0,Minggu,Hujan/Salju_ringan,0.42,0.4242,94.0,0.3582,2,12,14,Weekend,Terlalu lembab
15884,2012-10-29,Salju,2012,Okt,0,0,Senin,Hujan/Salju_ringan,0.44,0.4394,88.0,0.3582,2,20,22,Weekdays,Terlalu lembab
15885,2012-10-30,Salju,2012,Okt,13,0,Selasa,Hujan/Salju_ringan,0.3,0.2727,81.0,0.3582,11,105,116,Weekdays,Terlalu lembab
15886,2012-10-30,Salju,2012,Okt,14,0,Selasa,Hujan/Salju_ringan,0.3,0.2727,81.0,0.3582,8,118,126,Weekdays,Terlalu lembab
15887,2012-10-30,Salju,2012,Okt,15,0,Selasa,Hujan/Salju_ringan,0.3,0.2879,87.0,0.2537,10,114,124,Weekdays,Terlalu lembab
15888,2012-10-30,Salju,2012,Okt,16,0,Selasa,Hujan/Salju_ringan,0.3,0.2879,87.0,0.2537,15,83,98,Weekdays,Terlalu lembab
15889,2012-10-30,Salju,2012,Okt,17,0,Selasa,Hujan/Salju_ringan,0.3,0.2879,87.0,0.2239,19,105,124,Weekdays,Terlalu lembab
15890,2012-10-30,Salju,2012,Okt,18,0,Selasa,Hujan/Salju_ringan,0.3,0.303,87.0,0.1343,4,139,143,Weekdays,Terlalu lembab
15891,2012-10-30,Salju,2012,Okt,19,0,Selasa,Berawan,0.5,0.4848,68.0,0.194,6,109,115,Weekdays,Terlalu lembab
15892,2012-10-30,Salju,2012,Okt,20,0,Selasa,Berawan,0.3,0.2879,81.0,0.194,5,76,81,Weekdays,Terlalu lembab
15893,2012-10-30,Salju,2012,Okt,21,0,Selasa,Berawan,0.3,0.3182,87.0,0.1045,4,60,64,Weekdays,Terlalu lembab
15894,2012-10-30,Salju,2012,Okt,22,0,Selasa,Cerah,0.3,0.303,81.0,0.1343,2,64,66,Weekdays,Terlalu lembab
15895,2012-10-30,Salju,2012,Okt,23,0,Selasa,Cerah,0.3,0.303,81.0,0.1343,3,36,39,Weekdays,Terlalu lembab
15896,2012-10-31,Salju,2012,Okt,0,0,Rabu,Berawan,0.3,0.3182,81.0,0.1045,0,16,16,Weekdays,Terlalu lembab
15897,2012-10-31,Salju,2012,Okt,1,0,Rabu,Berawan,0.3,0.3182,81.0,0.0896,0,8,8,Weekdays,Terlalu lembab
15898,2012-10-31,Salju,2012,Okt,2,0,Rabu,Berawan,0.3,0.303,81.0,0.1343,0,7,7,Weekdays,Terlalu lembab
15899,2012-10-31,Salju,2012,Okt,3,0,Rabu,Berawan,0.3,0.3182,81.0,0.1045,0,3,3,Weekdays,Terlalu lembab
15900,2012-10-31,Salju,2012,Okt,4,0,Rabu,Berawan,0.3,0.2879,87.0,0.194,0,5,5,Weekdays,Terlalu lembab
15901,2012-10-31,Salju,2012,Okt,5,0,Rabu,Berawan,0.3,0.303,81.0,0.1343,0,24,24,Weekdays,Terlalu lembab
15902,2012-10-31,Salju,2012,Okt,6,0,Rabu,Cerah,0.3,0.303,81.0,0.1642,0,116,116,Weekdays,Terlalu lembab
15903,2012-10-31,Salju,2012,Okt,7,0,Rabu,Berawan,0.3,0.303,87.0,0.1343,3,334,337,Weekdays,Terlalu lembab
15904,2012-10-31,Salju,2012,Okt,8,0,Rabu,Cerah,0.32,0.3333,81.0,0.1343,6,615,621,Weekdays,Terlalu lembab
15905,2012-10-31,Salju,2012,Okt,9,0,Rabu,Cerah,0.34,0.3333,76.0,0.1343,17,280,297,Weekdays,Terlalu lembab
15906,2012-10-31,Salju,2012,Okt,10,0,Rabu,Cerah,0.36,0.3333,71.0,0.2836,21,147,168,Weekdays,Terlalu lembab
15907,2012-10-31,Salju,2012,Okt,11,0,Rabu,Berawan,0.36,0.3485,66.0,0.2239,37,152,189,Weekdays,Terlalu lembab
15908,2012-10-31,Salju,2012,Okt,12,0,Rabu,Cerah,0.4,0.4091,57.99999999999999,0.194,44,197,241,Weekdays,Ideal
15909,2012-10-31,Salju,2012,Okt,13,0,Rabu,Cerah,0.42,0.4242,50.0,0.2239,22,191,213,Weekdays,Ideal
15910,2012-10-31,Salju,2012,Okt,14,0,Rabu,Berawan,0.42,0.4242,50.0,0.2239,45,179,224,Weekdays,Ideal
15911,2012-10-31,Salju,2012,Okt,15,0,Rabu,Cerah,0.42,0.4242,54.0,0.1642,33,197,230,Weekdays,Ideal
15912,2012-10-31,Salju,2012,Okt,16,0,Rabu,Berawan,0.42,0.4242,54.0,0.2239,51,373,424,Weekdays,Ideal
15913,2012-10-31,Salju,2012,Okt,17,0,Rabu,Berawan,0.4,0.4091,57.99999999999999,0.1642,39,684,723,Weekdays,Ideal
15914,2012-10-31,Salju,2012,Okt,18,0,Rabu,Berawan,0.4,0.4091,57.99999999999999,0.1642,28,556,584,Weekdays,Ideal
15915,2012-10-31,Salju,2012,Okt,19,0,Rabu,Berawan,0.4,0.4091,50.0,0.194,27,383,410,Weekdays,Ideal
15916,2012-10-31,Salju,2012,Okt,20,0,Rabu,Berawan,0.4,0.4091,50.0,0.194,9,259,268,Weekdays,Ideal
15917,2012-10-31,Salju,2012,Okt,21,0,Rabu,Berawan,0.4,0.4091,50.0,0.194,12,180,192,Weekdays,Ideal
15918,2012-10-31,Salju,2012,Okt,22,0,Rabu,Cerah,0.36,0.3485,56.99999999999999,0.1343,18,147,165,Weekdays,Ideal
15919,2012-10-31,Salju,2012,Okt,23,0,Rabu,Cerah,0.36,0.3636,56.99999999999999,0.0896,7,94,101,Weekdays,Ideal
15920,2012-11-01,Salju,2012,Nov,0,0,Kamis,Cerah,0.36,0.3636,56.99999999999999,0.0896,8,52,60,Weekdays,Ideal
15921,2012-11-01,Salju,2012,Nov,1,0,Kamis,Cerah,0.3,0.3182,75.0,0.1045,8,22,30,Weekdays,Terlalu lembab
15922,2012-11-01,Salju,2012,Nov,2,0,Kamis,Cerah,0.32,0.3333,66.0,0.1343,10,10,20,Weekdays,Terlalu lembab
15923,2012-11-01,Salju,2012,Nov,3,0,Kamis,Cerah,0.34,0.3333,61.0,0.1343,5,10,15,Weekdays,Ideal
15924,2012-11-01,Salju,2012,Nov,4,0,Kamis,Berawan,0.34,0.3485,66.0,0.1045,2,8,10,Weekdays,Terlalu lembab
15925,2012-11-01,Salju,2012,Nov,5,0,Kamis,Cerah,0.34,0.3333,66.0,0.1343,1,39,40,Weekdays,Terlalu lembab
15926,2012-11-01,Salju,2012,Nov,6,0,Kamis,Cerah,0.34,0.3333,61.0,0.1642,2,146,148,Weekdays,Ideal
15927,2012-11-01,Salju,2012,Nov,7,0,Kamis,Berawan,0.36,0.3485,56.99999999999999,0.1642,6,414,420,Weekdays,Ideal
15928,2012-11-01,Salju,2012,Nov,8,0,Kamis,Berawan,0.36,0.3788,56.00000000000001,0.1045,12,668,680,Weekdays,Ideal
15929,2012-11-01,Salju,2012,Nov,9,0,Kamis,Hujan/Salju_ringan,0.36,0.3636,56.99999999999999,0.1045,21,310,331,Weekdays,Ideal
15930,2012-11-01,Salju,2012,Nov,10,0,Kamis,Hujan/Salju_ringan,0.36,0.3485,62.0,0.194,13,133,146,Weekdays,Ideal
15931,2012-11-01,Salju,2012,Nov,11,0,Kamis,Hujan/Salju_ringan,0.36,0.3485,62.0,0.194,14,156,170,Weekdays,Ideal
15932,2012-11-01,Salju,2012,Nov,12,0,Kamis,Hujan/Salju_ringan,0.38,0.3939,62.0,0.1642,23,198,221,Weekdays,Ideal
15933,2012-11-01,Salju,2012,Nov,13,0,Kamis,Berawan,0.4,0.4091,57.99999999999999,0.1642,49,199,248,Weekdays,Ideal
15934,2012-11-01,Salju,2012,Nov,14,0,Kamis,Berawan,0.4,0.4091,50.0,0.2239,31,154,185,Weekdays,Ideal
15935,2012-11-01,Salju,2012,Nov,15,0,Kamis,Berawan,0.4,0.4091,54.0,0.1642,35,179,214,Weekdays,Ideal
15936,2012-11-01,Salju,2012,Nov,16,0,Kamis,Berawan,0.4,0.4091,54.0,0.1642,31,313,344,Weekdays,Ideal
15937,2012-11-01,Salju,2012,Nov,17,0,Kamis,Hujan/Salju_ringan,0.4,0.4091,50.0,0.2239,37,652,689,Weekdays,Ideal
15938,2012-11-01,Salju,2012,Nov,18,0,Kamis,Berawan,0.4,0.4091,50.0,0.1642,50,628,678,Weekdays,Ideal
15939,2012-11-01,Salju,2012,Nov,19,0,Kamis,Berawan,0.4,0.4091,50.0,0.1642,28,424,452,Weekdays,Ideal
15940,2012-11-01,Salju,2012,Nov,20,0,Kamis,Berawan,0.38,0.3939,54.0,0.2537,16,280,296,Weekdays,Ideal
15941,2012-11-01,Salju,2012,Nov,21,0,Kamis,Berawan,0.38,0.3939,54.0,0.1343,29,238,267,Weekdays,Ideal
15942,2012-11-01,Salju,2012,Nov,22,0,Kamis,Cerah,0.36,0.3485,56.99999999999999,0.1642,27,175,202,Weekdays,Ideal
15943,2012-11-01,Salju,2012,Nov,23,0,Kamis,Cerah,0.34,0.3333,56.99999999999999,0.1642,8,112,120,Weekdays,Ideal
15944,2012-11-02,Salju,2012,Nov,0,0,Jumat,Cerah,0.34,0.3333,56.99999999999999,0.1642,10,40,50,Weekdays,Ideal
15945,2012-11-02,Salju,2012,Nov,1,0,Jumat,Cerah,0.32,0.3182,66.0,0.1642,5,19,24,Weekdays,Terlalu lembab
15946,2012-11-02,Salju,2012,Nov,2,0,Jumat,Cerah,0.32,0.3182,66.0,0.1642,3,7,10,Weekdays,Terlalu lembab
15947,2012-11-02,Salju,2012,Nov,3,0,Jumat,Cerah,0.3,0.303,70.0,0.1642,0,3,3,Weekdays,Terlalu lembab
15948,2012-11-02,Salju,2012,Nov,4,0,Jumat,Cerah,0.3,0.3182,70.0,0.1045,1,6,7,Weekdays,Terlalu lembab
15949,2012-11-02,Salju,2012,Nov,5,0,Jumat,Berawan,0.32,0.3182,66.0,0.1642,1,25,26,Weekdays,Terlalu lembab
15950,2012-11-02,Salju,2012,Nov,6,0,Jumat,Cerah,0.3,0.303,70.0,0.1642,2,120,122,Weekdays,Terlalu lembab
15951,2012-11-02,Salju,2012,Nov,7,0,Jumat,Berawan,0.3,0.303,70.0,0.1343,8,349,357,Weekdays,Terlalu lembab
15952,2012-11-02,Salju,2012,Nov,8,0,Jumat,Cerah,0.32,0.3333,56.99999999999999,0.1045,31,656,687,Weekdays,Ideal
15953,2012-11-02,Salju,2012,Nov,9,0,Jumat,Cerah,0.34,0.3485,53.0,0.1045,27,355,382,Weekdays,Ideal
15954,2012-11-02,Salju,2012,Nov,10,0,Jumat,Cerah,0.38,0.3939,46.0,0.2985,21,183,204,Weekdays,Ideal
15955,2012-11-02,Salju,2012,Nov,11,0,Jumat,Cerah,0.42,0.4242,41.0,0.4179,42,179,221,Weekdays,Terlalu kering
15956,2012-11-02,Salju,2012,Nov,12,0,Jumat,Cerah,0.42,0.4242,41.0,0.3582,52,240,292,Weekdays,Terlalu kering
15957,2012-11-02,Salju,2012,Nov,13,0,Jumat,Cerah,0.4,0.4091,43.0,0.3582,64,230,294,Weekdays,Terlalu kering
15958,2012-11-02,Salju,2012,Nov,14,0,Jumat,Berawan,0.4,0.4091,40.0,0.4925,63,199,262,Weekdays,Terlalu kering
15959,2012-11-02,Salju,2012,Nov,15,0,Jumat,Berawan,0.4,0.4091,40.0,0.4179,51,255,306,Weekdays,Terlalu kering
15960,2012-11-02,Salju,2012,Nov,16,0,Jumat,Cerah,0.38,0.3939,40.0,0.3284,48,373,421,Weekdays,Terlalu kering
15961,2012-11-02,Salju,2012,Nov,17,0,Jumat,Cerah,0.38,0.3939,40.0,0.3284,57,581,638,Weekdays,Terlalu kering
15962,2012-11-02,Salju,2012,Nov,18,0,Jumat,Berawan,0.38,0.3939,43.0,0.3284,32,490,522,Weekdays,Terlalu kering
15963,2012-11-02,Salju,2012,Nov,19,0,Jumat,Berawan,0.38,0.3939,43.0,0.2985,38,336,374,Weekdays,Terlalu kering
15964,2012-11-02,Salju,2012,Nov,20,0,Jumat,Berawan,0.36,0.3333,46.0,0.4179,14,207,221,Weekdays,Ideal
15965,2012-11-02,Salju,2012,Nov,21,0,Jumat,Berawan,0.36,0.3333,46.0,0.3582,23,133,156,Weekdays,Ideal
15966,2012-11-02,Salju,2012,Nov,22,0,Jumat,Cerah,0.36,0.3333,46.0,0.2537,14,135,149,Weekdays,Ideal
15967,2012-11-02,Salju,2012,Nov,23,0,Jumat,Cerah,0.34,0.303,53.0,0.2985,11,108,119,Weekdays,Ideal
15968,2012-11-03,Salju,2012,Nov,0,0,Sabtu,Cerah,0.34,0.3333,53.0,0.1642,9,99,108,Weekend,Ideal
15969,2012-11-03,Salju,2012,Nov,1,0,Sabtu,Berawan,0.34,0.303,49.0,0.3284,6,83,89,Weekend,Ideal
15970,2012-11-03,Salju,2012,Nov,2,0,Sabtu,Berawan,0.34,0.3182,49.0,0.2537,10,36,46,Weekend,Ideal
15971,2012-11-03,Salju,2012,Nov,3,0,Sabtu,Berawan,0.34,0.3182,49.0,0.2537,6,22,28,Weekend,Ideal
15972,2012-11-03,Salju,2012,Nov,4,0,Sabtu,Berawan,0.32,0.303,49.0,0.2985,8,8,16,Weekend,Ideal
15973,2012-11-03,Salju,2012,Nov,5,0,Sabtu,Berawan,0.32,0.303,49.0,0.2537,1,8,9,Weekend,Ideal
15974,2012-11-03,Salju,2012,Nov,6,0,Sabtu,Berawan,0.32,0.3182,49.0,0.194,4,17,21,Weekend,Ideal
15975,2012-11-03,Salju,2012,Nov,7,0,Sabtu,Berawan,0.32,0.303,49.0,0.2537,1,58,59,Weekend,Ideal
15976,2012-11-03,Salju,2012,Nov,8,0,Sabtu,Berawan,0.34,0.303,46.0,0.2985,10,132,142,Weekend,Ideal
15977,2012-11-03,Salju,2012,Nov,9,0,Sabtu,Berawan,0.34,0.303,49.0,0.2985,31,188,219,Weekend,Ideal
15978,2012-11-03,Salju,2012,Nov,10,0,Sabtu,Cerah,0.36,0.3333,46.0,0.3881,68,260,328,Weekend,Ideal
15979,2012-11-03,Salju,2012,Nov,11,0,Sabtu,Berawan,0.36,0.3333,46.0,0.3881,56,284,340,Weekend,Ideal
15980,2012-11-03,Salju,2012,Nov,12,0,Sabtu,Berawan,0.36,0.3182,46.0,0.4627,74,320,394,Weekend,Ideal
15981,2012-11-03,Salju,2012,Nov,13,0,Sabtu,Berawan,0.36,0.3333,46.0,0.3582,110,339,449,Weekend,Ideal
15982,2012-11-03,Salju,2012,Nov,14,0,Sabtu,Berawan,0.36,0.3333,50.0,0.3284,136,319,455,Weekend,Ideal
15983,2012-11-03,Salju,2012,Nov,15,0,Sabtu,Berawan,0.36,0.3182,46.0,0.4478,117,331,448,Weekend,Ideal
15984,2012-11-03,Salju,2012,Nov,16,0,Sabtu,Berawan,0.36,0.3333,46.0,0.3284,108,292,400,Weekend,Ideal
15985,2012-11-03,Salju,2012,Nov,17,0,Sabtu,Berawan,0.36,0.3333,46.0,0.2985,112,298,410,Weekend,Ideal
15986,2012-11-03,Salju,2012,Nov,18,0,Sabtu,Berawan,0.36,0.3333,46.0,0.2836,58,239,297,Weekend,Ideal
15987,2012-11-03,Salju,2012,Nov,19,0,Sabtu,Cerah,0.36,0.3485,50.0,0.1642,22,217,239,Weekend,Ideal
15988,2012-11-03,Salju,2012,Nov,20,0,Sabtu,Cerah,0.34,0.3333,53.0,0.1343,23,158,181,Weekend,Ideal
15989,2012-11-03,Salju,2012,Nov,21,0,Sabtu,Cerah,0.34,0.3485,53.0,0.1045,31,135,166,Weekend,Ideal
15990,2012-11-03,Salju,2012,Nov,22,0,Sabtu,Cerah,0.32,0.3333,56.99999999999999,0.1045,13,133,146,Weekend,Ideal
15991,2012-11-03,Salju,2012,Nov,23,0,Sabtu,Cerah,0.32,0.3333,56.99999999999999,0.1045,15,133,148,Weekend,Ideal
15992,2012-11-04,Salju,2012,Nov,0,0,Minggu,Cerah,0.3,0.3182,61.0,0.1045,5,97,102,Weekend,Ideal
15993,2012-11-04,Salju,2012,Nov,1,0,Minggu,Cerah,0.26,0.2879,81.0,0.0896,26,139,165,Weekend,Terlalu lembab
15994,2012-11-04,Salju,2012,Nov,2,0,Minggu,Cerah,0.3,0.3333,65.0,0.0,6,31,37,Weekend,Terlalu lembab
15995,2012-11-04,Salju,2012,Nov,3,0,Minggu,Cerah,0.28,0.2879,61.0,0.1045,1,10,11,Weekend,Ideal
15996,2012-11-04,Salju,2012,Nov,4,0,Minggu,Cerah,0.26,0.2727,65.0,0.1343,2,7,9,Weekend,Terlalu lembab
15997,2012-11-04,Salju,2012,Nov,5,0,Minggu,Cerah,0.26,0.2727,65.0,0.1045,0,5,5,Weekend,Terlalu lembab
15998,2012-11-04,Salju,2012,Nov,6,0,Minggu,Cerah,0.28,0.2879,61.0,0.1343,2,14,16,Weekend,Ideal
15999,2012-11-04,Salju,2012,Nov,7,0,Minggu,Cerah,0.26,0.2727,65.0,0.1045,11,39,50,Weekend,Terlalu lembab
16000,2012-11-04,Salju,2012,Nov,8,0,Minggu,Cerah,0.3,0.303,56.00000000000001,0.1343,34,115,149,Weekend,Ideal
16001,2012-11-04,Salju,2012,Nov,9,0,Minggu,Cerah,0.32,0.3333,53.0,0.0,56,161,217,Weekend,Ideal
16002,2012-11-04,Salju,2012,Nov,10,0,Minggu,Cerah,0.34,0.3333,49.0,0.194,73,287,360,Weekend,Ideal
16003,2012-11-04,Salju,2012,Nov,11,0,Minggu,Cerah,0.38,0.3939,46.0,0.2239,134,311,445,Weekend,Ideal
16004,2012-11-04,Salju,2012,Nov,12,0,Minggu,Cerah,0.38,0.3939,46.0,0.2239,150,354,504,Weekend,Ideal
16005,2012-11-04,Salju,2012,Nov,13,0,Minggu,Cerah,0.4,0.4091,43.0,0.2239,122,371,493,Weekend,Terlalu kering
16006,2012-11-04,Salju,2012,Nov,14,0,Minggu,Cerah,0.4,0.4091,40.0,0.194,149,360,509,Weekend,Terlalu kering
16007,2012-11-04,Salju,2012,Nov,15,0,Minggu,Cerah,0.4,0.4091,40.0,0.2239,149,300,449,Weekend,Terlalu kering
16008,2012-11-04,Salju,2012,Nov,16,0,Minggu,Cerah,0.4,0.4091,40.0,0.3284,119,316,435,Weekend,Terlalu kering
16009,2012-11-04,Salju,2012,Nov,17,0,Minggu,Cerah,0.36,0.3485,43.0,0.194,57,270,327,Weekend,Terlalu kering
16010,2012-11-04,Salju,2012,Nov,18,0,Minggu,Cerah,0.36,0.3485,43.0,0.2239,31,206,237,Weekend,Terlalu kering
16011,2012-11-04,Salju,2012,Nov,19,0,Minggu,Cerah,0.36,0.3333,43.0,0.2537,24,203,227,Weekend,Terlalu kering
16012,2012-11-04,Salju,2012,Nov,20,0,Minggu,Cerah,0.32,0.2879,53.0,0.3582,7,134,141,Weekend,Ideal
16013,2012-11-04,Salju,2012,Nov,21,0,Minggu,Cerah,0.3,0.2727,52.0,0.2985,16,71,87,Weekend,Ideal
16014,2012-11-04,Salju,2012,Nov,22,0,Minggu,Cerah,0.3,0.2879,52.0,0.2836,15,64,79,Weekend,Ideal
16015,2012-11-04,Salju,2012,Nov,23,0,Minggu,Berawan,0.3,0.303,56.00000000000001,0.1642,12,41,53,Weekend,Ideal
16016,2012-11-05,Salju,2012,Nov,0,0,Senin,Berawan,0.3,0.2879,56.00000000000001,0.194,3,20,23,Weekdays,Ideal
16017,2012-11-05,Salju,2012,Nov,1,0,Senin,Berawan,0.3,0.303,56.00000000000001,0.1642,0,8,8,Weekdays,Ideal
16018,2012-11-05,Salju,2012,Nov,2,0,Senin,Berawan,0.3,0.303,56.00000000000001,0.1642,2,4,6,Weekdays,Ideal
16019,2012-11-05,Salju,2012,Nov,3,0,Senin,Berawan,0.3,0.2879,56.00000000000001,0.2239,1,3,4,Weekdays,Ideal
16020,2012-11-05,Salju,2012,Nov,4,0,Senin,Berawan,0.3,0.2879,52.0,0.2537,5,11,16,Weekdays,Ideal
16021,2012-11-05,Salju,2012,Nov,5,0,Senin,Berawan,0.3,0.2727,52.0,0.3284,1,38,39,Weekdays,Ideal
16022,2012-11-05,Salju,2012,Nov,6,0,Senin,Berawan,0.3,0.2879,49.0,0.2836,4,135,139,Weekdays,Ideal
16023,2012-11-05,Salju,2012,Nov,7,0,Senin,Berawan,0.3,0.2879,49.0,0.2537,8,453,461,Weekdays,Ideal
16024,2012-11-05,Salju,2012,Nov,8,0,Senin,Berawan,0.3,0.2879,49.0,0.2239,19,629,648,Weekdays,Ideal
16025,2012-11-05,Salju,2012,Nov,9,0,Senin,Berawan,0.3,0.2879,52.0,0.2836,18,239,257,Weekdays,Ideal
16026,2012-11-05,Salju,2012,Nov,10,0,Senin,Cerah,0.32,0.303,49.0,0.2836,30,112,142,Weekdays,Ideal
16027,2012-11-05,Salju,2012,Nov,11,0,Senin,Cerah,0.34,0.3182,46.0,0.2239,31,119,150,Weekdays,Ideal
16028,2012-11-05,Salju,2012,Nov,12,0,Senin,Cerah,0.36,0.3333,43.0,0.3284,38,206,244,Weekdays,Terlalu kering
16029,2012-11-05,Salju,2012,Nov,13,0,Senin,Cerah,0.36,0.3333,40.0,0.2537,39,183,222,Weekdays,Terlalu kering
16030,2012-11-05,Salju,2012,Nov,14,0,Senin,Cerah,0.38,0.3939,40.0,0.1642,31,165,196,Weekdays,Terlalu kering
16031,2012-11-05,Salju,2012,Nov,15,0,Senin,Cerah,0.38,0.3939,40.0,0.2836,24,207,231,Weekdays,Terlalu kering
16032,2012-11-05,Salju,2012,Nov,16,0,Senin,Cerah,0.36,0.3333,43.0,0.2836,35,325,360,Weekdays,Terlalu kering
16033,2012-11-05,Salju,2012,Nov,17,0,Senin,Cerah,0.34,0.3182,46.0,0.2239,34,604,638,Weekdays,Ideal
16034,2012-11-05,Salju,2012,Nov,18,0,Senin,Cerah,0.34,0.3182,46.0,0.2239,19,523,542,Weekdays,Ideal
16035,2012-11-05,Salju,2012,Nov,19,0,Senin,Cerah,0.32,0.3182,49.0,0.1642,11,361,372,Weekdays,Ideal
16036,2012-11-05,Salju,2012,Nov,20,0,Senin,Cerah,0.32,0.303,49.0,0.2537,13,228,241,Weekdays,Ideal
16037,2012-11-05,Salju,2012,Nov,21,0,Senin,Cerah,0.3,0.2879,52.0,0.2836,8,144,152,Weekdays,Ideal
16038,2012-11-05,Salju,2012,Nov,22,0,Senin,Cerah,0.28,0.2727,56.00000000000001,0.194,4,111,115,Weekdays,Ideal
16039,2012-11-05,Salju,2012,Nov,23,0,Senin,Cerah,0.26,0.2727,60.0,0.1343,0,53,53,Weekdays,Ideal
16040,2012-11-06,Salju,2012,Nov,0,0,Selasa,Cerah,0.24,0.2576,60.0,0.1045,1,18,19,Weekdays,Ideal
16041,2012-11-06,Salju,2012,Nov,1,0,Selasa,Cerah,0.24,0.2424,60.0,0.1642,0,8,8,Weekdays,Ideal
